website,address,houseNr,postnum,city,suggest_price,latest_price,priceOfferDueDate,yearbuilt,insidem2,outsidem2,roomqty,floorlevels,img_urls
Skyn,matr.nr. ,240a,,Skála,3595000,,,,,6213,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matr.nr.240a_240g_skala/kopi 3.jpg&Width=360&Height=248&Crop=6
Skyn,Traðagøta ,37,,Klaksvík,400000,,,,,498,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordoyggjar/Tradagota_37_Klaksvik_/1.JPG&Width=360&Height=248&Crop=6
Skyn,Ólavsvegur ,6,,Toftir,350000,,,,,688,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/Olavsvegur_6_toftir/10.JPEG&Width=360&Height=248&Crop=6
Skyn,Jørð til grundøkir omanfyri Múlaklett,,,Eiði,3000000,,,,,27000,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matr_434a_eidi/03.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,Sílagøta íbúð ,0.3,,Tórshavn,3250000,,,2023,72,,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Ibudinar_a_Silagotu/0.3/02_0v.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,Gripsvegur ,33,,Tórshavn,3995000,,,1951,188,374,4,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/gripsvegur_33/01.jpg&Width=360&Height=248&Crop=6
Skyn: Selt,Tróndargøta ,55,,Tórshavn,2500000,,,,217,205,6,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/trondargota_55/01vv.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,Bíarvegur ,107,,Hvalba,795000,,,1920,120,323,2,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Suduroy/biarvegur_107_hvalba/01.jpg&Width=360&Height=248&Crop=6
Skyn: Selt,Sílagøta íbúð ,0.2,,Tórshavn,3300000,,,2023,72,,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Ibudinar_a_Silagotu/0.2/02_0v.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,matr.nr. ,12a,,Norðskáli,650000,,,1965,63,92,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matr.12a_nordskala/01.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,Torkilsgøta ,7,,Hoyvík,3895000,,,2001,169,238,4,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Hoyvik/Torkilsgota_7/01v.JPG&Width=360&Height=248&Crop=6
Skyn: Nyggj bod,Øksnagerði ,8,,Tórshavn,3395000,3200000,2023-10-10 16:00:00,1990,147,302,4,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Oksnagerdi_8/01.PNG&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Heiðavegur ,26,,Saltangará,9000000,,,1951,672,539,,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/heidavegur_26_saltangara/01.JPG&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Kongagøta ,1,,Tórshavn,3495000,,,1925,156,123,3,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/kongagota_1/01_1.JPG&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Lýðarsvegur ,42,,Toftir,500000,,,,,676,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/Lydarvegur_42/01.JPEG&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Landavegur ,94B,,Tórshavn,4200000,,,2023,117,,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Landavegur_94B_3_1/01.jpg&Width=360&Height=248&Crop=6
Skyn: Nytt bod,Ryskigøta ,34,,Tórshavn,1595000,,,,,488,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/ryskigota_34/01.jpg&Width=360&Height=248&Crop=6
Skyn: Nytt bod,Vesturgøta ,22,,Tórshavn,1760000,,,1989,42,,1,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/vesturgota_22_1.2/10_0v.jpg&Width=360&Height=248&Crop=6
Skyn: Fasturprisur,Ryskigøta ,41,,Tórshavn,1700000,,,,,403,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Ryskigota_41/01.jpg&Width=360&Height=248&Crop=6
